Time [s],Channel 0,Channel 1
0.225352912,1,1
0.225378192,1,0
0.225476168,0,0
0.225512216,0,1
0.225602432,0,0
0.225647360,0,1
0.225709320,1,1
0.225714088,1,0
0.225833472,1,1
0.225931088,0,1
0.226062352,0,0
0.226072952,1,0
0.226133504,1,1
0.226286408,1,0
0.226301976,0,0
0.226357480,0,1
0.226480808,1,1
0.226508064,0,1
0.226562464,1,1
0.226589568,1,0
0.226679960,1,1
0.226682864,0,1
0.226731424,0,0
0.226736280,0,1
0.226795800,0,0
0.226809840,1,0
0.226965888,0,0
0.227010320,0,1
0.227054728,0,0
0.227135216,1,0
0.227312448,0,0
0.227315768,0,1
0.227466072,0,0
0.227555016,0,1
0.227572168,1,1
0.227686696,0,1
0.227728824,0,0
0.227888432,1,0
0.227981648,1,1
0.228113272,0,1
0.228133272,0,0
0.228205624,1,0
0.228387720,1,1
0.228420840,0,1
0.228474472,0,0
0.228582328,1,0
0.228590104,0,0
0.228612136,0,1
0.228641656,1,1
0.228721688,0,1
0.228785624,1,1
0.228814000,0,1
0.228827240,1,1
0.228870136,1,0
0.228931320,0,0
0.228994384,1,0
0.229063720,1,1
0.229067984,0,1
0.229125992,1,1
0.229289192,1,0
0.229327216,0,0
0.229362272,0,1
0.229386720,1,1
0.229418688,0,1
0.229503120,1,1
0.229560824,1,0
0.229584232,0,0
0.229630480,0,1
0.229815584,1,1
0.229867680,1,0
0.230011016,0,0
0.230090240,1,0
0.230128328,1,1
0.230141696,0,1
0.230217184,1,1
0.230338736,1,0
0.230340352,0,0
0.230437944,1,0
0.230506488,1,1
0.230585408,1,0
0.230696688,0,0
0.230796640,0,1
0.230928256,1,1
0.230962144,1,0
0.230977040,1,1
0.230991536,0,1
0.231133168,0,0
0.231253320,1,0
0.231379680,1,1
0.231489096,0,1
0.231494400,1,1
0.231568280,1,0
0.231638216,0,0
0.231713632,1,0
0.231728376,1,1
0.231785152,1,0
0.231794120,0,0
0.232008152,1,0
0.232027328,1,1
0.232103464,1,0
0.232114000,1,1
0.232149328,0,1
0.232167456,0,0
0.232201840,1,0
0.232300032,0,0
0.232336336,0,1
0.232433200,1,1
0.232467840,0,1
0.232545168,0,0
0.232648624,1,0
0.232704072,1,1
0.232878216,0,1
0.232887848,1,1
0.232937200,0,1
0.232959992,0,0
0.232962552,1,0
0.233029520,1,1
0.233052784,1,0
0.233092592,0,0
0.233185432,0,1
0.233284240,1,1
0.233302448,1,0
0.233368064,1,1
0.233368112,0,1
0.233499016,0,0
0.233604600,1,0
0.233684648,1,1
0.233718528,0,1
0.233816936,0,0
0.233874784,1,0
0.233888568,0,0
0.233922816,0,1
0.233973736,1,1
0.234019040,1,0
0.234089856,1,1
0.234214672,0,1
0.234333392,0,0
0.234453800,1,0
0.234477784,1,1
0.234508192,1,0
0.234597304,1,1
0.234612984,0,1
0.234614992,0,0
0.234619848,0,1
0.234672736,0,0
0.234760224,1,0
0.234821688,0,0
0.234887624,0,1
0.235017600,1,1
0.235096928,1,0
0.235158816,0,0
0.235273856,0,1
0.235310560,1,1
0.235401408,0,1
0.235474832,0,0
0.235527944,0,1
0.235550256,1,1
0.235618936,0,1
0.235651224,1,1
0.235681920,0,1
0.235769248,0,0
0.235794896,0,1
0.235796216,0,0
0.235891544,0,1
0.235909624,1,1
0.236057080,0,1
0.236069168,1,1
0.236079984,1,0
0.236084960,1,1
0.236294256,1,0
0.236319864,0,0
0.236321872,0,1
0.236397480,1,1
0.236572624,1,0
0.236620352,0,0
0.236701560,0,1
0.236772056,1,1
0.236778936,1,0
0.236903728,0,0
0.236967384,1,0
0.237025528,1,1
0.237025992,0,1
0.237094920,0,0
0.237213592,1,0
0.237250152,0,0
0.237281744,0,1
0.237373488,0,0
0.237430880,1,0
0.237580536,1,1
0.237653264,0,1
0.237701120,1,1
0.237815792,1,0
0.237834240,1,1
0.237914368,0,1
0.238032792,0,0
0.238109224,1,0
0.238211656,0,0
0.238250528,1,0
0.238273568,1,1
0.238303456,0,1
0.238356480,0,0
0.238502208,0,1
0.238531024,1,1
0.238677312,0,1
0.238709472,1,1
0.238759104,1,0
0.238835856,0,0
0.238873856,1,0
0.238889264,0,0
0.238984360,0,1
0.239012488,0,0
0.239067728,1,0
0.239114888,1,1
0.239116056,1,0
0.239168504,0,0
0.239182480,1,0
0.239253000,1,1
0.239324392,1,0
0.239358776,0,0
0.239533352,1,0
0.239566800,1,1
0.239667088,1,0
0.239725752,0,0
0.239755464,1,0
0.239863096,1,1
0.239938144,0,1
0.239981704,0,0
0.240076584,1,0
0.240173864,1,1
0.240177024,0,1
0.240212264,1,1
0.240256856,0,1
0.240318408,0,0
0.240373840,0,1
0.240463504,1,1
0.240542672,1,0
0.240604896,0,0
0.240638560,0,1
0.240788768,1,1
0.240800576,1,0
0.240804096,1,1
0.240884368,0,1
0.240906968,1,1
0.240908712,1,0
0.241032024,1,1
0.241106760,0,1
0.241225104,1,1
0.241259328,1,0
0.241311048,0,0
0.241412552,1,0
0.241502288,1,1
0.241538288,0,1
0.241640752,0,0
0.241684984,1,0
0.241727216,1,1
0.241778456,1,0
0.241792040,1,1
0.241815928,0,1
0.241943560,0,0
0.242004456,1,0
0.242038816,0,0
0.242070960,0,1
0.242158456,0,0
0.242213744,1,0
0.242269312,0,0
0.242317848,0,1
0.242433264,1,1
0.242460128,1,0
0.242476736,0,0
0.242505992,1,0
0.242592176,0,0
0.242704120,1,0
0.242712088,1,1
0.242780664,0,1
0.242810736,0,0
0.242915848,0,1
0.242964424,1,1
0.242965120,1,0
0.243110832,1,1
0.243182624,0,1
0.243209536,0,0
0.243236456,1,0
0.243319296,1,1
0.243400216,1,0
0.243420648,1,1
0.243447488,0,1
0.243483648,1,1
0.243556688,0,1
0.243587528,0,0
0.243606728,0,1
0.243808392,1,1
0.243836816,0,1
0.243838896,0,0
0.243924936,1,0
0.243959408,1,1
0.243979784,0,1
0.244003280,1,1
0.244026032,0,1
0.244032888,0,0
0.244052336,0,1
0.244142688,1,1
0.244159432,0,1
0.244216080,1,1
0.244266392,1,0
0.244361480,1,1
0.244450160,1,0
0.244473984,0,0
0.244497056,1,0
0.244541128,0,0
0.244574912,0,1
0.244619320,0,0
0.244695888,1,0
0.244866656,1,1
0.244876096,1,0
0.244890024,0,0
0.244991904,1,0
0.245104992,1,1
0.245127216,1,0
0.245143352,0,0
0.245283328,0,1
0.245346184,0,0
0.245350784,0,1
0.245380824,1,1
0.245501464,0,1
0.245511240,0,0
0.245537528,0,1
0.245579296,0,0
0.245713840,1,0
0.245816520,1,1
0.245868600,0,1
0.245872432,0,0
0.245958872,1,0
0.246018808,0,0
0.246046504,0,1
0.246167264,1,1
0.246248496,0,1
0.246275568,0,0
0.246458304,1,0
0.246467240,1,1
0.246507200,1,0
0.246666512,0,0
0.246667520,1,0
0.246734136,1,1
0.246738688,0,1
0.246869424,0,0
0.246895856,1,0
0.246911848,0,0
0.246916704,1,0
0.247032680,1,1
0.247160720,0,1
0.247234720,0,0
0.247243032,0,1
0.247347328,1,1
0.247398560,1,0
0.247470016,1,1
0.247474576,0,1
0.247563224,0,0
0.247632088,1,0
0.247639144,0,0
0.247671728,1,0
0.247795656,1,1
0.247903992,0,1
0.247948472,0,0
0.247968032,0,1
0.248061840,1,1
0.248152544,1,0
0.248227720,0,0
0.248272000,0,1
0.248407664,1,1
0.248497264,1,0
0.248551952,1,1
0.248568056,0,1
0.248768872,0,0
0.248777304,1,0
0.248948624,1,1
0.248995560,0,1
0.249091520,0,0
0.249141000,1,0
0.249310512,0,0
0.249311448,0,1
0.249507328,0,0
0.249534840,1,0
0.249587888,0,0
0.249655600,0,1
0.249674520,0,0
0.249782744,1,0
0.249903144,1,1
0.250031144,0,1
0.250066656,1,1
0.250133816,1,0
0.250181752,1,1
0.250216088,1,0
0.250248536,0,0
0.250264424,0,1
0.250468472,0,0
0.250497120,1,0
0.250615512,1,1
0.250624936,0,1
0.250701768,1,1
0.250828640,1,0
0.250846072,1,1
0.250888200,0,1
0.250983152,0,0
0.251046512,1,0
0.251192112,0,0
0.251202320,0,1
0.251213400,1,1
0.251261744,0,1
0.251372912,0,0
0.251382464,1,0
0.251615824,1,1
0.251626064,0,1
0.251652192,0,0
0.251697240,0,1
0.251738448,1,1
0.251902056,1,0
0.251938256,0,0
0.252004832,1,0
0.252017160,0,0
0.252025968,0,1
0.252110744,1,1
0.252214392,0,1
0.252226008,0,0
0.252279520,1,0
0.252314656,1,1
0.252450912,0,1
0.252517960,0,0
0.252584320,0,1
0.252632592,1,1
0.252647104,0,1
0.252721424,1,1
0.252749168,1,0
0.252863312,0,0
0.252979048,0,1
0.253003696,1,1
0.253099392,1,0
0.253202712,0,0
0.253244432,0,1
0.253248024,1,1
0.253383168,0,1
0.253463720,0,0
0.253468104,1,0
0.253528072,1,1
0.253674600,1,0
0.253681088,0,0
0.253740040,0,1
0.253772784,1,1
0.253849576,0,1
0.253910024,1,1
0.253985968,1,0
0.254008408,0,0
0.254189992,1,0
0.254206656,0,0
0.254217288,0,1
0.254219344,0,0
0.254240104,1,0
0.254269680,0,0
0.254325656,0,1
0.254493992,0,0
0.254515832,1,0
0.254695784,0,0
0.254702040,0,1
0.254750752,0,0
0.254784008,0,1
0.254850664,1,1
0.254978160,0,1
0.255029904,0,0
0.255073304,1,0
0.255249584,0,0
0.255257784,1,0
0.255291728,1,1
0.255445104,0,1
0.255506368,0,0
0.255615472,0,1
0.255619488,1,1
0.255659976,0,1
0.255859464,1,1
0.255864936,1,0
0.255875928,0,0
0.255886840,1,0
0.255971424,1,1
0.256015344,0,1
0.256158728,0,0
0.256268496,1,0
0.256312872,0,0
0.256329568,0,1
0.256499336,1,1
0.256572640,1,0
0.256587976,1,1
0.256618248,1,0
0.256644248,0,0
0.256686312,1,0
0.256800568,1,1
0.256806576,1,0
0.256905872,0,0
0.257051960,0,1
0.257090808,1,1
0.257095296,0,1
0.257112960,0,0
0.257162536,1,0
0.257335368,0,0
0.257357568,0,1
0.257516528,1,1
0.257603136,1,0
0.257661128,0,0
0.257809720,1,0
0.257813344,1,1
0.257922176,1,0
0.258065552,0,0
0.258071104,0,1
0.258099072,1,1
0.258269072,1,0
0.258303784,0,0
0.258320528,1,0
0.258422224,0,0
0.258429440,1,0
0.258528480,1,1
0.258543000,0,1
0.258649216,0,0
0.258782424,1,0
0.258794944,1,1
0.258803328,0,1
0.258990000,0,0
0.259005928,0,1
0.259013376,1,1
0.259102992,0,1
0.259245056,0,0
0.259246728,1,0
0.259346712,0,0
0.259364040,0,1
0.259394480,1,1
0.259456160,1,0
0.259590856,1,1
0.259637552,0,1
0.259749632,0,0
0.259813040,0,1
0.259882432,1,1
0.259913000,1,0
0.260070176,1,1
0.260082696,0,1
0.260110336,0,0
0.260282824,0,1
0.260284936,1,1
0.260286176,0,1
0.260289704,0,0
0.260347200,1,0
0.260391016,1,1
0.260423680,0,1
0.260479840,1,1
0.260506552,1,0
0.260508304,1,1
0.260595664,0,1
0.260617304,1,1
0.260716832,0,1
0.260744512,0,0
0.260784264,1,0
0.260846792,1,1
0.260871120,0,1
0.260926352,0,0
0.261081568,1,0
0.261108496,0,0
0.261164832,0,1
0.261213472,1,1
0.261251832,1,0
0.261444288,0,0
0.261449128,0,1
0.261592152,1,1
0.261647240,0,1
0.261671440,0,0
0.261810496,1,0
0.261811176,0,0
0.261828408,1,0
0.261859856,1,1
0.261947240,1,0
0.261948760,0,0
0.261990608,0,1
0.262048184,1,1
0.262098144,1,0
0.262132088,0,0
0.262142688,0,1
0.262228704,0,0
0.262247048,1,0
0.262331056,0,0
0.262347368,1,0
0.262423552,1,1
0.262432096,0,1
0.262547600,1,1
0.262631712,0,1
0.262662288,0,0
0.262717736,0,1
0.262812224,1,1
0.262928104,1,0
0.262943216,0,0
0.262989520,1,0
0.263073424,1,1
0.263143032,1,0
0.263188480,0,0
0.263264512,0,1
0.263312120,0,0
0.263344904,1,0
0.263347568,1,1
0.263523400,0,1
0.263567680,0,0
0.263596816,1,0
0.263652168,0,0
0.263730864,0,1
0.263796456,1,1
0.263906288,1,0
0.264058160,0,0
0.264106432,1,0
0.264162504,1,1
0.264352448,0,1
0.264403360,0,0
0.264403968,1,0
0.264574360,0,0
0.264646392,0,1
0.264687032,1,1
0.264801120,1,0
0.264803496,0,0
0.264918168,1,0
0.264939320,0,0
0.264991584,0,1
0.265072848,0,0
0.265110984,1,0
0.265197376,0,0
0.265274232,0,1
0.265333032,0,0
0.265377016,1,0
0.265541264,1,1
0.265551008,0,1
0.265561104,0,0
0.265699840,0,1
0.265787656,1,1
0.265802432,0,1
0.265810896,1,1
0.265862160,0,1
0.265944984,0,0
0.265996656,1,0
0.266203456,0,0
0.266206712,0,1
0.266217128,1,1
0.266233440,1,0
0.266242376,1,1
0.266357544,1,0
0.266357896,0,0
0.266393560,1,0
0.266450096,0,0
0.266526336,0,1
0.266554080,1,1
0.266572520,0,1
0.266612008,1,1
0.266657648,1,0
0.266808648,0,0
0.266813224,0,1
0.266875392,0,0
0.266993368,1,0
0.267010432,1,1
0.267053816,1,0
0.267154704,1,1
0.267200440,1,0
0.267207128,1,1
0.267254000,0,1
0.267283344,0,0
0.267403368,1,0
0.267419168,1,1
0.267486688,0,1
0.267523440,1,1
0.267595432,0,1
0.267663608,0,0
0.267708856,0,1
0.267741880,1,1
0.267901352,1,0
0.267930832,0,0
0.267975576,0,1
0.268156672,1,1
0.268185152,1,0
0.268330608,0,0
0.268343904,1,0
0.268373880,1,1
0.268411144,1,0
0.268440488,0,0
0.268504728,1,0
0.268633872,1,1
0.268697224,0,1
0.268707880,1,1
0.268804744,1,0
0.268894480,0,0
0.268992400,0,1
0.268995632,1,1
0.269000960,1,0
0.269112680,0,0
0.269140864,0,1
0.269244512,1,1
0.269246032,1,0
0.269276920,1,1
0.269360184,0,1
0.269369776,0,0
0.269453672,1,0
0.269515120,1,1
0.269576368,0,1
0.269625792,1,1
0.269658336,1,0
0.269731800,0,0
0.269777096,0,1
0.269783976,1,1
0.269991096,0,1
0.270006008,0,0
0.270028400,0,1
0.270038544,1,1
0.270056336,0,1
0.270168200,0,0
0.270182224,1,0
0.270258376,1,1
0.270338408,0,1
0.270391288,1,1
0.270443928,0,1
0.270454168,0,0
0.270592952,1,0
0.270637784,1,1
0.270711640,0,1
0.270787056,1,1
0.270801576,0,1
0.270806008,0,0
0.270855896,0,1
0.270955544,0,0
0.270998320,1,0
0.271202160,1,1
0.271228152,0,1
0.271298520,0,0
0.271325704,0,1
0.271464336,0,0
0.271487096,1,0
0.271529552,1,1
0.271537944,0,1
0.271669144,1,1
0.271775152,1,0
0.271848504,0,0
0.271939296,0,1
0.272042104,1,1
0.272056944,1,0
0.272222952,0,0
0.272289192,1,0
0.272304128,1,1
0.272445968,1,0
0.272492464,0,0
0.272664512,0,1
0.272716808,1,1
0.272823576,0,1
0.272878528,1,1
0.272890784,1,0
0.272932792,0,0
0.272944216,1,0
0.273105680,1,1
0.273204352,0,1
0.273242272,0,0
0.273291040,1,0
0.273385568,0,0
0.273404584,0,1
0.273435912,1,1
0.273580344,0,1
0.273588640,0,0
0.273795160,1,0
0.273797032,0,0
0.273846008,0,1
0.273884624,0,0
0.273925400,1,0
0.274062616,1,1
0.274180752,0,1
0.274231728,1,1
0.274261112,1,0
0.274430504,1,1
0.274453344,0,1
0.274516664,0,0
0.274671592,1,0
0.274735640,1,1
0.274774568,0,1
0.274949200,1,1
0.274995760,1,0
0.275000320,0,0
0.275023752,1,0
0.275084528,1,1
0.275176880,1,0
0.275275712,0,0
0.275293728,1,0
0.275313864,0,0
0.275379632,0,1
0.275479720,1,1
0.275547392,0,1
0.275586920,0,0
0.275723632,1,0
0.275733040,0,0
0.275742456,0,1
0.275966816,0,0
0.275990704,1,0
0.276009136,0,0
0.276145784,1,0
0.276147720,0,0
0.276165496,0,1
0.276366840,1,1
0.276400280,1,0
0.276426344,0,0
0.276582000,0,1
0.276650312,1,1
0.276672616,0,1
0.276734152,0,0
0.276818672,0,1
0.276911304,1,1
0.277055584,1,0
0.277084456,0,0
0.277122992,1,0
0.277151872,1,1
0.277270248,0,1
0.277327208,1,1
0.277411736,1,0
0.277538408,0,0
0.277586176,1,0
0.277640272,0,0
0.277670528,0,1
0.277676304,1,1
0.277792384,0,1
0.277834048,1,1
0.277901312,1,0
0.277905168,0,0
0.278000632,1,0
0.278033288,1,1
0.278052880,0,1
0.278138736,1,1
0.278161672,1,0
0.278221152,0,0
0.278294496,1,0
0.278357096,1,1
0.278406776,0,1
0.278475792,0,0
0.278637520,1,0
0.278677704,1,1
0.278735032,0,1
0.278849320,0,0
0.278928776,1,0
0.279080408,0,0
0.279096360,0,1
0.279160920,0,0
0.279237728,1,0
0.279375648,1,1
0.279434208,1,0
0.279456952,1,1
0.279485712,0,1
0.279518944,1,1
0.279652104,1,0
0.279672080,0,0
0.279728272,0,1
0.279729936,1,1
0.279834568,0,1
0.279875848,1,1
0.279976536,1,0
0.280047448,0,0
0.280167088,0,1
0.280282632,1,1
0.280332472,1,0
0.280403552,0,0
0.280435736,0,1
0.280505696,1,1
0.280582192,0,1
0.280585600,0,0
0.280596832,0,1
0.280606296,0,0
0.280667120,1,0
0.280717960,1,1
0.280897912,0,1
0.280964496,0,0
0.281020528,0,1
0.281037656,0,0
0.281046248,0,1
0.281067488,1,1
0.281082408,0,1
0.281170184,1,1
0.281259616,1,0
0.281372776,0,0
0.281419152,1,0
0.281449408,0,0
0.281486824,0,1
0.281570904,0,0
0.281590744,1,0
0.281592648,0,0
0.281604184,1,0
0.281674112,0,0
0.281674608,0,1
0.281694616,0,0
0.281764192,1,0
0.281796448,0,0
0.281834400,0,1
0.281939960,0,0
0.282017656,1,0
0.282145504,0,0
0.282195792,0,1
0.282353088,1,1
0.282414304,1,0
0.282414424,1,1
0.282551336,1,0
0.282582904,1,1
0.282610848,0,1
0.282722496,1,1
0.282749144,0,1
0.282786200,1,1
0.282788688,1,0
0.282886784,0,0
0.282991504,0,1
0.283025352,1,1
0.283064904,1,0
0.283180640,0,0
0.283250552,1,0
0.283308624,0,0
0.283312464,0,1
0.283337200,1,1
0.283346904,1,0
0.283357568,0,0
0.283453520,0,1
0.283466152,0,0
0.283506272,1,0
0.283513688,0,0
0.283542264,1,0
0.283578944,0,0
0.283627800,0,1
0.283766136,0,0
0.283766880,1,0
0.283874456,1,1
0.283984456,0,1
0.284063216,0,0
0.284089576,1,0
0.284175752,1,1
0.284281024,1,0
0.284333784,0,0
0.284362816,0,1
0.284426824,0,0
0.284495232,1,0
0.284550776,1,1
0.284699992,0,1
0.284776712,0,0
0.284916712,1,0
0.284917208,0,0
0.284988520,0,1
0.285024920,0,0
0.285076488,1,0
0.285137280,1,1
0.285323840,0,1
0.285372824,0,0
0.285428984,0,1
0.285541064,0,0
0.285544296,1,0
0.285651808,0,0
0.285685568,1,0
0.285689224,0,0
0.285721184,0,1
0.285746584,1,1
0.285758504,0,1
0.285818528,1,1
0.285836432,1,0
0.285849696,0,0
0.285883520,1,0
0.285902352,1,1
0.285942968,0,1
0.285946560,0,0
0.285997000,1,0
0.286095072,0,0
0.286206176,0,1
0.286300448,1,1
0.286392224,1,0
0.286432040,0,0
0.286502512,1,0
0.286503928,0,0
0.286646992,0,1
0.286648536,1,1
0.286748288,1,0
0.286770840,0,0
0.286842512,0,1
0.286918336,0,0
0.286943160,0,1
0.286954408,1,1
0.287017184,1,0
0.287080536,1,1
0.287162104,0,1
0.287225176,1,1
0.287238552,1,0
0.287259544,1,1
0.287385024,1,0
0.287392752,0,0
0.287449072,1,0
0.287567360,1,1
0.287677520,0,1
0.287729728,1,1
0.287746432,1,0
0.287775152,0,0
0.287969832,0,1
0.288027296,1,1
0.288040320,1,0
0.288054432,0,0
0.288133544,0,1
0.288279336,1,1
0.288329960,1,0
0.288441576,1,1
0.288448200,1,0
0.288506080,0,0
0.288506736,1,0
0.288512528,1,1
0.288683224,1,0
0.288685816,0,0
0.288771376,1,0
0.288871768,0,0
0.288912632,0,1
0.288917688,1,1
0.289002448,0,1
0.289083912,0,0
0.289089472,1,0
0.289124440,1,1
0.289137656,0,1
0.289339728,0,0
0.289368072,1,0
0.289537304,0,0
0.289598464,0,1
0.289603616,1,1
0.289710248,1,0
0.289804288,0,0
0.289951344,0,1
0.290010600,1,1
0.290086320,1,0
0.290199568,0,0
0.290219432,0,1
0.290330640,1,1
0.290390736,1,0
0.290532016,1,1
0.290556136,0,1
0.290565392,0,0
0.290757680,1,0
0.290787400,0,0
0.290789896,0,1
0.290835992,1,1
0.290932320,0,1
0.290933656,1,1
0.291049128,1,0
0.291052136,0,0
0.291109984,0,1
0.291126328,1,1
0.291135664,0,1
0.291204992,1,1
0.291234448,1,0
0.291327248,1,1
0.291408336,0,1
0.291477968,0,0
0.291517384,1,0
0.291520832,0,0
0.291547600,0,1
0.291727600,1,1
0.291772584,1,0
0.291908864,1,1
0.291943552,0,1
0.292067472,0,0
0.292133768,1,0
0.292240928,1,1
0.292325224,0,1
0.292342544,1,1
0.292392984,0,1
0.292475496,0,0
0.292633752,1,0
0.292643512,0,0
0.292714432,0,1
0.292759688,1,1
0.292829952,0,1
0.292845376,0,0
0.292861576,0,1
0.292924632,0,0
0.293021456,0,1
0.293074592,1,1
0.293220304,1,0
0.293253112,1,1
0.293326000,0,1
0.293358728,0,0
0.293417368,0,1
0.293471200,1,1
0.293577328,1,0
0.293612352,0,0
0.293730136,0,1
0.293852152,1,1
0.293931552,1,0
0.294026848,0,0
0.294072216,1,0
0.294111112,1,1
0.294154608,1,0
0.294228424,0,0
0.294228888,1,0
0.294237992,1,1
0.294340016,0,1
0.294428904,0,0
0.294507832,0,1
0.294573240,0,0
0.294587176,1,0
0.294648408,1,1
0.294828216,0,1
0.294897960,0,0
0.294968136,0,1
0.295006440,0,0
0.295028112,1,0
0.295136632,1,1
0.295188672,1,0
0.295263904,1,1
0.295271864,0,1
0.295353144,0,0
0.295366248,1,0
0.295434664,0,0
0.295436752,0,1
0.295444976,1,1
0.295454320,1,0
0.295512464,0,0
0.295691672,0,1
0.295733768,1,1
0.295758952,0,1
0.295927272,1,1
0.295951192,1,0
0.296139832,0,0
0.296194392,1,0
0.296202920,1,1
0.296311392,1,0
0.296365872,0,0
0.296405024,0,1
0.296563616,0,0
0.296571992,0,1
0.296603304,1,1
0.296640376,0,1
0.296715320,0,0
0.296761576,0,1
0.296777496,1,1
0.296784008,0,1
0.296842064,0,0
0.296883512,1,0
0.296901592,0,0
0.296905424,0,1
0.296908376,1,1
0.297080832,0,1
0.297104408,0,0
0.297251624,0,1
0.297262656,1,1
0.297286408,0,1
0.297339000,0,0
0.297420824,0,1
0.297447608,1,1
0.297606288,1,0
0.297670312,0,0
0.297798112,1,0
0.297803104,1,1
0.297913160,0,1
0.298035944,0,0
0.298051760,1,0
0.298108384,1,1
0.298117656,0,1
0.298304984,0,0
0.298312256,1,0
0.298369472,0,0
0.298433024,0,1
0.298440800,1,1
0.298528336,0,1
0.298536512,1,1
0.298666240,1,0
0.298735240,0,0
0.298756640,0,1
0.298910552,1,1
0.298945632,0,1
0.298956648,0,0
0.299038600,0,1
0.299056048,0,0
0.299113992,1,0
0.299185600,1,1
0.299333672,0,1
0.299375224,0,0
0.299399784,0,1
0.299437184,0,0
0.299441872,1,0
0.299584616,1,1
0.299601376,0,1
0.299633288,1,1
0.299754616,1,0
0.299868440,0,0
0.299901080,0,1
0.299975520,0,0
0.299990120,1,0
0.300109608,1,1
0.300214456,0,1
0.300323256,1,1
0.300347096,1,0
0.300369464,1,1
0.300425360,0,1
0.300541760,0,0
0.300569680,0,1
0.300635688,1,1
0.300730672,1,0
0.300766104,1,1
0.300799568,0,1
0.300863616,0,0
0.301044360,1,0
0.301079496,1,1
0.301081016,0,1
0.301102384,0,0
0.301296208,0,1
0.301327496,1,1
0.301518680,0,1
0.301544616,0,0
0.301624968,1,0
0.301680152,1,1
0.301739968,1,0
0.301794592,0,0
0.301928888,1,0
0.301988752,1,1
0.301994600,0,1
0.302220136,0,0
0.302248560,1,0
0.302372888,0,0
0.302387664,1,0
0.302397984,0,0
0.302419224,0,1
0.302529136,1,1
0.302641280,1,0
0.302643584,1,1
0.302789736,0,1
0.302813480,0,0
0.302883544,0,1
0.302924416,0,0
0.302978360,0,1
0.302991960,1,1
0.303056624,0,1
0.303104264,0,0
0.303292872,1,0
0.303301800,1,1
0.303435080,1,0
0.303552560,0,0
0.303666584,0,1
0.303744552,1,1
0.303758728,1,0
0.303831208,0,0
0.303940784,1,0
0.303992184,0,0
0.303993848,0,1
0.304010904,1,1
0.304036824,0,1
0.304151552,1,1
0.304218824,1,0
0.304255168,0,0
0.304385720,1,0
0.304449824,1,1
0.304514336,1,0
0.304562848,1,1
0.304642312,0,1
0.304648032,0,0
0.304690792,1,0
0.304831696,0,0
0.304878984,0,1
0.304919376,0,0
0.304978024,0,1
0.305037504,1,1
0.305204448,1,0
0.305249784,1,1
0.305256816,0,1
0.305334352,1,1
0.305340080,1,0
0.305352240,0,0
0.305529032,1,0
0.305534680,1,1
0.305550600,0,1
0.305616504,1,1
0.305620320,0,1
0.305659712,0,0
0.305719216,1,0
0.305850120,1,1
0.305951464,0,1
0.305972944,0,0
0.306150456,0,1
0.306162472,1,1
0.306164328,1,0
0.306260280,0,0
0.306331624,0,1
0.306497672,0,0
0.306511016,1,0
0.306603408,0,0
0.306738136,0,1
0.306756288,1,1
0.306890592,1,0
0.306910312,1,1
0.306933760,1,0
0.306937592,1,1
0.306939560,0,1
0.306991864,0,0
0.307069112,1,0
0.307072832,0,0
0.307156776,1,0
0.307232464,1,1
0.307405560,0,1
0.307434360,0,0
0.307481384,1,0
0.307489776,0,0
0.307518888,0,1
0.307727584,1,1
0.307761512,0,1
0.307770672,0,0
0.307937816,0,1
0.307949176,0,0
0.307950248,0,1
0.308011312,1,1
0.308018104,1,0
0.308044160,0,0
0.308247240,1,0
0.308250856,1,1
0.308312144,0,1
0.308345656,1,1
0.308452864,0,1
0.308488576,0,0
0.308527864,1,0
0.308619368,1,1
0.308649688,0,1
0.308802816,0,0
0.308825176,0,1
0.308858672,0,0
0.308868624,1,0
0.308984960,1,1
0.309032360,1,0
0.309097424,0,0
0.309158360,1,0
0.309222400,1,1
0.309295048,0,1
0.309385728,1,1
0.309396080,1,0
0.309531808,0,0
0.309612072,1,0
0.309624336,1,1
0.309860568,0,1
0.309869936,0,0
0.309872344,0,1
0.309933768,0,0
0.310051648,1,0
0.310148352,1,1
0.310276800,0,1
0.310298096,1,1
0.310324152,1,0
0.310344840,1,1
0.310438512,1,0
0.310548712,0,0
0.310567576,0,1
0.310588472,0,0
0.310700992,1,0
0.310719032,1,1
0.310744264,1,0
0.310830248,1,1
0.310870816,0,1
0.310904472,1,1
0.311023768,1,0
0.311038760,0,0
0.311075752,1,0
0.311183448,0,0
0.311262656,0,1
0.311385944,1,1
0.311425528,1,0
0.311449312,1,1
0.311529624,0,1
0.311581096,1,1
0.311598328,1,0
0.311753440,1,1
0.311801496,0,1
0.311920008,1,1
0.311940976,1,0
0.311959704,0,0
0.312050408,1,0
0.312076808,0,0
0.312190656,0,1
0.312191608,1,1
0.312251416,1,0
0.312280856,0,0
0.312456504,1,0
0.312504072,1,1
0.312542112,1,0
0.312634224,0,0
0.312768280,0,1
0.312798512,0,0
0.312803288,1,0
0.312846736,1,1
0.312858496,1,0
0.312968944,0,0
0.312996480,0,1
0.313143912,1,1
0.313206568,0,1
0.313245760,0,0
0.313404488,0,1
0.313442112,1,1
0.313536936,1,0
0.313645168,0,0
0.313752400,0,1
0.313774624,0,0
0.313778728,1,0
0.313915008,1,1
0.313919552,0,1
0.313921032,1,1
0.314030728,0,1
0.314116696,0,0
0.314160248,0,1
